#contig_id	CELEG	ECOLI	HSAPI	PAERU	taxonomy	fraction_reads
CELEG.contig_1284	904	0	0	0	CELEG	1.00
CELEG.contig_1285	2463	0	0	0	CELEG	1.00
CELEG.contig_1286	19840	0	0	0	CELEG	1.00
CELEG.contig_1287	8609	0	0	0	CELEG	1.00
CELEG.contig_1288	82	0	0	0	CELEG	1.00
CELEG.contig_1289	40359	0	0	0	CELEG	1.00
CELEG.contig_129	2932	0	0	0	CELEG	1.00
CELEG.contig_1290	8194	0	0	0	CELEG	1.00
CELEG.contig_1291	3856	0	0	0	CELEG	1.00
CELEG.contig_1292	11886	0	0	0	CELEG	1.00
CELEG.contig_1293	19298	0	0	0	CELEG	1.00
CELEG.contig_1294	5053	0	0	0	CELEG	1.00
CELEG.contig_1295	5558	0	0	0	CELEG	1.00
CELEG.contig_1296	733	0	0	0	CELEG	1.00
CELEG.contig_1297	1654	0	0	0	CELEG	1.00
CELEG.contig_1298	1812	0	0	0	CELEG	1.00
CELEG.contig_1299	15543	0	0	0	CELEG	1.00
CELEG.contig_13	10339	0	0	0	CELEG	1.00
CELEG.contig_130	9718	0	0	0	CELEG	1.00
CELEG.contig_1300	11118	0	0	0	CELEG	1.00
CELEG.contig_1301	44027	0	0	0	CELEG	1.00
CELEG.contig_1302	9658	0	0	0	CELEG	1.00
CELEG.contig_1303	34512	0	0	0	CELEG	1.00
CELEG.contig_1304	9959	0	0	0	CELEG	1.00
CELEG.contig_1305	24148	0	0	0	CELEG	1.00
CELEG.contig_1306	83358	0	0	0	CELEG	1.00
CELEG.contig_1307	6445	0	0	0	CELEG	1.00
CELEG.contig_1308	55393	0	2	0	CELEG	1.00
CELEG.contig_1309	50131	0	1	0	CELEG	1.00
CELEG.contig_131	9492	0	0	0	CELEG	1.00
CELEG.contig_1310	13784	0	0	0	CELEG	1.00
CELEG.contig_1311	98711	0	0	0	CELEG	1.00
CELEG.contig_1312	6574	0	0	0	CELEG	1.00
CELEG.contig_1313	35520	0	0	0	CELEG	1.00
CELEG.contig_1314	9979	0	0	0	CELEG	1.00
CELEG.contig_1315	4048	0	0	0	CELEG	1.00
CELEG.contig_1316	8337	0	0	0	CELEG	1.00
CELEG.contig_1317	27630	0	0	0	CELEG	1.00
CELEG.contig_1318	4035	0	0	0	CELEG	1.00
CELEG.contig_1319	184	0	0	0	CELEG	1.00
CELEG.contig_132	58303	0	0	0	CELEG	1.00
CELEG.contig_1320	46420	0	0	0	CELEG	1.00
CELEG.contig_1321	14550	0	0	0	CELEG	1.00
CELEG.contig_1322	14308	0	0	0	CELEG	1.00
CELEG.contig_1323	8920	0	0	0	CELEG	1.00
CELEG.contig_1324	105369	0	0	0	CELEG	1.00
CELEG.contig_1325	955	0	0	0	CELEG	1.00
CELEG.contig_1326	13455	0	0	0	CELEG	1.00
CELEG.contig_1327	26984	0	0	0	CELEG	1.00
CELEG.contig_1328	9913	0	0	0	CELEG	1.00
CELEG.contig_1329	3083	0	0	0	CELEG	1.00
CELEG.contig_133	3306	0	0	0	CELEG	1.00
CELEG.contig_1330	832	0	0	0	CELEG	1.00
CELEG.contig_1331	2535	0	0	0	CELEG	1.00
CELEG.contig_1332	3326	0	0	0	CELEG	1.00
CELEG.contig_1333	5424	0	0	0	CELEG	1.00
CELEG.contig_1334	2842	0	0	0	CELEG	1.00
CELEG.contig_1335	19717	0	0	0	CELEG	1.00
CELEG.contig_1336	1098	0	0	0	CELEG	1.00
CELEG.contig_1337	1767	0	0	0	CELEG	1.00
CELEG.contig_1338	9066	0	0	0	CELEG	1.00
CELEG.contig_1339	30200	0	0	0	CELEG	1.00
CELEG.contig_134	2399	0	0	0	CELEG	1.00
CELEG.contig_1340	5385	0	0	0	CELEG	1.00
CELEG.contig_1341	3953	0	0	0	CELEG	1.00
CELEG.contig_1342	16694	0	0	0	CELEG	1.00
CELEG.contig_1343	560	0	0	0	CELEG	1.00
CELEG.contig_1344	5543	0	0	0	CELEG	1.00
CELEG.contig_1345	25120	0	0	0	CELEG	1.00
CELEG.contig_1346	11992	0	0	0	CELEG	1.00
CELEG.contig_1347	1260	0	0	0	CELEG	1.00
CELEG.contig_1348	2760	0	0	0	CELEG	1.00
CELEG.contig_1349	33488	0	0	0	CELEG	1.00
CELEG.contig_135	4793	0	0	0	CELEG	1.00
CELEG.contig_1350	21944	0	0	0	CELEG	1.00
CELEG.contig_1351	14408	0	0	0	CELEG	1.00
CELEG.contig_1352	590	0	0	0	CELEG	1.00
CELEG.contig_1353	29352	0	0	0	CELEG	1.00
CELEG.contig_1354	63	0	0	0	CELEG	1.00
CELEG.contig_1355	7484	0	0	0	CELEG	1.00
CELEG.contig_1356	1840	0	0	0	CELEG	1.00
CELEG.contig_1357	457	0	0	0	CELEG	1.00
CELEG.contig_1358	8662	0	0	0	CELEG	1.00
CELEG.contig_1359	19453	0	0	0	CELEG	1.00
CELEG.contig_136	43756	0	0	0	CELEG	1.00
CELEG.contig_1360	21590	0	0	0	CELEG	1.00
CELEG.contig_1361	63	0	0	0	CELEG	1.00
CELEG.contig_1362	24744	0	0	0	CELEG	1.00
CELEG.contig_1363	8137	0	0	0	CELEG	1.00
CELEG.contig_1364	4310	0	0	0	CELEG	1.00
CELEG.contig_1365	7793	0	0	0	CELEG	1.00
CELEG.contig_1366	14350	0	0	0	CELEG	1.00
CELEG.contig_1367	2257	0	0	0	CELEG	1.00
CELEG.contig_1368	5433	0	0	0	CELEG	1.00
CELEG.contig_1369	150	0	0	0	CELEG	1.00
CELEG.contig_137	7380	0	0	0	CELEG	1.00
CELEG.contig_1370	4738	0	0	0	CELEG	1.00
CELEG.contig_1371	2923	0	0	0	CELEG	1.00
CELEG.contig_1372	7496	0	0	0	CELEG	1.00
CELEG.contig_1373	5206	0	0	0	CELEG	1.00
